./data/memo0002.txt ,5,14,9
./data/memo0006.txt ,6,17,11
./data/memo0007.txt ,1,2,1
./data/memo0008.txt ,2,0,-2
./data/memo0009.txt ,1,1,0
./data/memo0012.txt ,1,2,1
./data/memo0017.txt ,2,2,0
./data/memo0019.txt ,10,12,2
./data/memo0020.txt ,2,2,0
./data/memo0021.txt ,5,6,1
./data/memo0024.txt ,2,0,-2
./data/memo0028.txt ,3,0,-3
./data/memo0035.txt ,1,2,1
./data/memo0038.txt ,1,1,0
./data1/memo0040.txt ,0,1,1
./data/memo0043.txt ,3,0,-3
./data1/memo0044.txt ,0,6,6
./data/memo0046.txt ,1,1,0
./data/memo0049.txt ,13256,21138,7882
./data/memo0050.txt ,1,1,0
./data/memo0051.txt ,12,16,4
./data/memo0053.txt ,2,2,0
./data/memo0054.txt ,27,39,12
./data/memo0056.txt ,1,2,1
./data/memo0060.txt ,4,4,0
./data/memo0061.txt ,1,16,15
./data/memo0062.txt ,93,119,26
./data1/memo0063.txt ,0,16,16
./data/memo0064.txt ,16,88,72
./data/memo0069.txt ,1,0,-1
./data/memo0073.txt ,2,2,0
./data/memo0077.txt ,12,17,5
./data/memo0078.txt ,2,3,1
./data/memo0079.txt ,17,46,29
./data1/memo0082.txt ,0,17,17
./data/memo0083.txt ,30,52,22
./data/memo0085.txt ,40,247,207
./data/memo0086.txt ,3,10,7
./data/memo0087.txt ,2,4,2
./data/memo0091.txt ,1,1,0
./data/memo0093.txt ,1,2,1
./data/memo0096.txt ,7,0,-7
./data/memo0100.txt ,3,0,-3
./data/memo0102.txt ,1,0,-1
./data/memo0106.txt ,2,2,0
./data/memo0112.txt ,1,0,-1
./data/memo0114.txt ,1,1,0
./data/memo0115.txt ,13,0,-13
./data/memo0122.txt ,45,50,5
./data/memo0126.txt ,1,0,-1
./data/memo0128.txt ,8,0,-8
./data/memo0132.txt ,7,3,-4
./data1/memo0136.txt ,0,17,17
./data/memo0140.txt ,1,1,0
./data1/memo0142.txt ,0,1,1
./data/memo0145.txt ,2,2,0
./data/memo0147.txt ,1,0,-1
./data/memo0148.txt ,1,3,2
./data1/memo0150.txt ,0,1,1
./data/memo0152.txt ,2,0,-2
./data/memo0154.txt ,8,9,1
./data/memo0155.txt ,1,1,0
./data/memo0157.txt ,465,615,150
./data/memo0159.txt ,2,2,0
./data/memo0160.txt ,149,0,-149
./data/memo0161.txt ,6,8,2
./data/memo0163.txt ,4,5,1
./data/memo0164.txt ,2,2,0
./data/memo0166.txt ,1,0,-1
./data/memo0167.txt ,2,0,-2
./data/memo0168.txt ,102,0,-102
./data/memo0170.txt ,15,39,24
./data/memo0173.txt ,8,10,2
./data1/memo0178.txt ,,1,1
./data/memo0179.txt ,8,8,0
./data/memo0180.txt ,13,14,1
./data/memo0181.txt ,1,0,-1
./data/memo0184.txt ,2,3,1
./data/memo0185.txt ,16,17,1
./data1/memo0186.txt ,,1,1
./data/memo0189.txt ,3,0,-3
./data/memo0190.txt ,4,0,-4
./data/memo0192.txt ,7,0,-7
./data1/memo0199.txt ,0,15,15
./data/memo0200.txt ,1,0,-1
./data/memo0202.txt ,46,0,-46
./data/memo0203.txt ,1,1,0
./data/memo0204.txt ,4,24,20
./data/memo0205.txt ,45,95,50
./data/memo0206.txt ,2,2,0
./data/memo0211.txt ,2,3,1
./data/memo0214.txt ,22,0,-22
./data/memo0215.txt ,9,10,1
./data/memo0216.txt ,2,3,1
./data/memo0218.txt ,3,4,1
./data/memo0219.txt ,16,16,0
./data/memo0222.txt ,2,2,0
./data/memo0223.txt ,1,1,0
./data/memo0226.txt ,5,31,26
./data/memo0227.txt ,1,1,0
./data/memo0228.txt ,108,0,-108
./data/memo0232.txt ,4,5,1
./data/memo0235.txt ,13,27,14
./data/memo0236.txt ,2,2,0
./data/memo0237.txt ,2,2,0
./data/memo0238.txt ,1,1,0
./data/memo0239.txt ,1,5,4
./data/memo0241.txt ,2,2,0
./data/memo0242.txt ,17,19,2
./data/memo0243.txt ,1,16,15
./data/memo0246.txt ,21,0,-21
./data/memo0247.txt ,2,0,-2
./data/memo0253.txt ,1,0,-1
./data1/memo0257.txt ,0,1,1
./data/memo0261.txt ,2,0,-2
./data/memo0265.txt ,3,16,13
./data/memo0266.txt ,1,1,0
./data/memo0270.txt ,4,16,12
./data/memo0272.txt ,1,3,2
./data/memo0274.txt ,2,1,-1
./data/memo0276.txt ,399,402,3
./data/memo0281.txt ,1,0,-1
./data/memo0283.txt ,7,0,-7
./data1/memo0287.txt ,0,12,12
./data/memo0288.txt ,6,6,0
./data/memo0292.txt ,8,8,0
./data/memo0293.txt ,2,2,0
./data/memo0294.txt ,1,1,0
./data/memo0296.txt ,7,9,2
./data/memo0297.txt ,2,22,20
./data/memo0302.txt ,54,211,157
./data/memo0303.txt ,3,3,0
./data/memo0305.txt ,2,8,6
./data/memo0306.txt ,10,10,0
./data/memo0311.txt ,2,2,0
./data/memo0312.txt ,1,0,-1
./data/memo0315.txt ,2,2,0
./data/memo0317.txt ,1,2,1
./data/memo0319.txt ,2,0,-2
./data/memo0321.txt ,1,0,-1
./data/memo0324.txt ,3,3,0
./data/memo0325.txt ,3,3,0
./data/memo0327.txt ,3,3,0
./data/memo0328.txt ,1,1,0
./data/memo0329.txt ,1,1,0
./data/memo0332.txt ,2,8,6
./data1/memo0333.txt ,0,57,57
./data/memo0334.txt ,1,16,15
./data/memo0336.txt ,2,5,3
./data/memo0337.txt ,58,96,38
./data/memo0343.txt ,2,17,15
./data/memo0350.txt ,5,20,15
./data/memo0353.txt ,34,41,7
./data/memo0354.txt ,3,3,0
./data/memo0361.txt ,4,4,0
./data/memo0368.txt ,1,1,0
./data/memo0372.txt ,1,1,0
./data/memo0374.txt ,17,83,66
./data1/memo0376.txt ,0,1,1
./data1/memo0379.txt ,0,279,279
./data/memo0381.txt ,3,3,0
./data/memo0383.txt ,1,46,45
./data/memo0387.txt ,8,45,37
./data/memo0389.txt ,2,6,4
./data/memo0398.txt ,1,1,0
./data1/memo0401.txt ,0,1,1
./data1/memo0403.txt ,0,6,6
./data1/memo0404.txt ,0,13,13
./data/memo0405.txt ,6,7,1
./data/memo0410.txt ,2,17,15
./data/memo0411.txt ,2,2,0
./data/memo0412.txt ,219,243,24
./data1/memo0415.txt ,0,72,72
./data/memo0416.txt ,1,2,1
./data1/memo0418.txt ,0,2,2
./data/memo0419.txt ,2,2,0
./data/memo0428.txt ,30,46,16
./data/memo0430.txt ,2,2,0
./data1/memo0433.txt ,0,1,1
./data/memo0434.txt ,1,1,0
./data1/memo0445.txt ,0,19,19
./data/memo0446.txt ,3,11,8
./data/memo0449.txt ,12,17,5
./data/memo0450.txt ,2,2,0
./data/memo0451.txt ,11,12,1
./data1/memo0454.txt ,0,234,234
./data/memo0455.txt ,134,151,17
./data/memo0457.txt ,2,2,0
./data1/memo0458.txt ,0,7,7
./data/memo0460.txt ,1,26,25
./data/memo0465.txt ,7,0,-7
./data/memo0474.txt ,1,2,1
./data1/memo0477.txt ,0,14,14
./data/memo0480.txt ,2,15,13
./data/memo0482.txt ,12,29,17
./data/memo0486.txt ,9,12,3
./data/memo0487.txt ,3,5,2
./data/memo0490.txt ,13,19,6
./data1/memo0491.txt ,0,1,1
./data/memo0494.txt ,1,1,0
